gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
2440897821																										MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:::Candidatus_Accumulibacter										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:::Candidatus_Accumulibacter						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220.0	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Betaproteobacteria								Bacteria	Proteobacteria	Gammaproteobacteria					Betaproteobacteria						CLASS				SYNONYM			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.340Z								TAXON_MATCH_HIGHERRANK		false	false	337	362	3	111	362							Gammaproteobacteria	Candidatus Accumulibacter		DWC_ARCHIVE	2023-04-07T16:53:05.340Z	2023-04-07T16:52:25.587Z		3.543586109142452E-5										
2440897819																										MGYA00364106_Bacteria::Proteobacteria:Epsilonproteobacteria:Campylobacterales:Campylobacteraceae:Arcobacter										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Proteobacteria:Epsilonproteobacteria:Campylobacterales:Campylobacteraceae:Arcobacter						50.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Arcobacter Vandamme et al., 1991								Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae		Arcobacter	Arcobacter						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.041Z										false	false	3223371	3223371	3	10844503	10860289	1385	10722433	3223371				Arcobacter Vandamme et al., 1991	Arcobacter		DWC_ARCHIVE	2023-04-07T16:53:05.041Z	2023-04-07T16:52:25.587Z		0.002006581587607352										
2440897817																										MGYA00364111_Bacteria::Firmicutes:Clostridia:Clostridiales:Clostridiales_Family_XII._Incertae_Sedis										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364111_Bacteria::Firmicutes:Clostridia:Clostridiales:Clostridiales_Family_XII._Incertae_Sedis						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011893	MGYA00364111													25352.0	DNA sequence reads			River sediment sample upstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 500 E 13* 52. 700																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364111#taxonomic.									Clostridiales								Bacteria	Firmicutes_A	Clostridia	Clostridiales				Clostridiales						ORDER				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.362Z								TAXON_MATCH_HIGHERRANK		false	false	1211	1211	3	11371390	304	1211						Clostridiales	Clostridiales Family_XII._Incertae_Sedis		DWC_ARCHIVE	2023-04-07T16:53:05.362Z	2023-04-07T16:52:25.587Z		3.9444619753865575E-5										
2440897814																										MGYA00364109_Bacteria::Actinobacteria:Actinobacteria:Propionibacteriales:Nocardioidaceae:Nocardioides										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Actinobacteria:Actinobacteria:Propionibacteriales:Nocardioidaceae:Nocardioides						3.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220.0	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Nocardioides Prauser, 1976								Bacteria	Actinobacteriota	Actinomycetia	Propionibacteriales	Nocardioidaceae		Nocardioides	Nocardioides						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.366Z										false	false	3224302	3224302	3	10813635	10701801	10769799	8087	3224302				Nocardioides Prauser, 1976	Nocardioides		DWC_ARCHIVE	2023-04-07T16:53:05.366Z	2023-04-07T16:52:25.587Z		1.0630758327427356E-4										
2440897811																										MGYA00364108_Bacteria::Kiritimatiellaeota:Kiritimatiellae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Kiritimatiellaeota:Kiritimatiellae						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220.0	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Kiritimatiellae								Bacteria	Verrucomicrobiota	Kiritimatiellae					Kiritimatiellae						CLASS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.077Z										false	false	10818831	10818831	3	10773962	10818831							Kiritimatiellae	Kiritimatiellae		DWC_ARCHIVE	2023-04-07T16:53:05.077Z	2023-04-07T16:52:25.587Z		3.543586109142452E-5										
2440897802																										MGYA00364109_Bacteria::Firmicutes:Negativicutes:Selenomonadales:Sporomusaceae:Anaerospora										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Firmicutes:Negativicutes:Selenomonadales:Sporomusaceae:Anaerospora						2.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220.0	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Anaerospora Woo et al., 2016								Bacteria	Firmicutes_C	Negativicutes	Sporomusales	Thermosinaceae		Anaerospora	Anaerospora						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:04.933Z										false	false	5914563	5914563	3	11132851	8005733	10843597	10898648	5914563				Anaerospora Woo et al., 2016	Anaerospora		DWC_ARCHIVE	2023-04-07T16:53:04.933Z	2023-04-07T16:52:25.587Z		7.087172218284904E-5										
2440897791																										MGYA00364110_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales:Desulfobulbaceae:Desulfocapsa										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales:Desulfobulbaceae:Desulfocapsa						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122.0	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Desulfobulbaceae								Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae			Desulfobulbaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.348Z								TAXON_MATCH_HIGHERRANK		false	false	8936	8936	3	10715929	10819244	10696170	8936					Desulfobulbaceae	Desulfocapsa		DWC_ARCHIVE	2023-04-07T16:53:05.348Z	2023-04-07T16:52:25.587Z		4.3248853905371505E-5										
2440897785																										MGYA00364106_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Proteobacteria:Deltaproteobacteria:Desulfobacterales						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Desulfobacterales								Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales				Desulfobacterales						ORDER				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.022Z										false	false	1382	1382	3	10715929	10705277	1382						Desulfobacterales	Desulfobacterales		DWC_ARCHIVE	2023-04-07T16:53:05.022Z	2023-04-07T16:52:25.587Z		4.013163175214704E-5										
2440897766																										MGYA00364108_Bacteria::Proteobacteria:Epsilonproteobacteria:Campylobacterales:Helicobacteraceae:Sulfuricurvum										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Proteobacteria:Epsilonproteobacteria:Campylobacterales:Helicobacteraceae:Sulfuricurvum						9.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220.0	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Sulfuricurvum Kodama & Watanabe, 2004								Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Sulfurimonadaceae		Sulfuricurvum	Sulfuricurvum						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.349Z										false	false	3223383	3223383	3	10844503	10860289	1385	10826083	3223383				Sulfuricurvum Kodama & Watanabe, 2004	Sulfuricurvum		DWC_ARCHIVE	2023-04-07T16:53:05.349Z	2023-04-07T16:52:25.587Z		3.189227498228207E-4										
2440897752																										MGYA00364109_Bacteria::Proteobacteria:Alphaproteobacteria										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Proteobacteria:Alphaproteobacteria						34.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220.0	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Alphaproteobacteria								Bacteria	Proteobacteria	Alphaproteobacteria					Alphaproteobacteria						CLASS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:04.941Z										false	false	197	197	3	111	197							Alphaproteobacteria	Alphaproteobacteria		DWC_ARCHIVE	2023-04-07T16:53:04.941Z	2023-04-07T16:52:25.587Z		0.0012048192771084338										
2440897747																										MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Azospira										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364108_Bacteria::Proteobacteria:Betaproteobacteria:Rhodocyclales:Rhodocyclaceae:Azospira						4.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011890	MGYA00364108													28220.0	DNA sequence reads			River sediment sample 1.9 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 357 E 78* 15. 537																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364108#taxonomic.									Azospira Reinhold-Hurek & Hurek, 2000								Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae		Azospira	Azospira						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.398Z										false	false	3220323	3220323	3	111	362	648	8931	3220323				Azospira Reinhold-Hurek & Hurek, 2000	Azospira		DWC_ARCHIVE	2023-04-07T16:53:05.398Z	2023-04-07T16:52:25.587Z		1.4174344436569808E-4										
2440897735																										MGYA00364106_Bacteria::Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Salinimicrobium										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364106_Bacteria::Bacteroidetes:Flavobacteriia:Flavobacteriales:Flavobacteriaceae:Salinimicrobium						7.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011887	MGYA00364106													24918.0	DNA sequence reads			River sediment sample 2.7 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 33. 211 E 78* 13.846																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364106#taxonomic.									Salinimicrobium Lim et al., 2008								Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae		Salinimicrobium	Salinimicrobium						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.425Z										false	false	4895001	4895001	3	10707955	7498440	569	8099	4895001				Salinimicrobium Lim et al., 2008	Salinimicrobium		DWC_ARCHIVE	2023-04-07T16:53:05.425Z	2023-04-07T16:52:25.587Z		2.809214222650293E-4										
2440897734																										MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Alcaligenes										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364107_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales:Alcaligenaceae:Alcaligenes						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011888	MGYA00364107													23362.0	DNA sequence reads			River sediment sample 17.5 km downstream an Indian waste water treatment plant. GPS coordinates: N 17* 37. 945 E 78* 09. 813																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364107#taxonomic.									Alcaligenes Castellani & Chalmers, 1919								Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae		Alcaligenes	Alcaligenes						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.352Z										false	false	3219793	3219793	3	111	362	648	5438	3219793				Alcaligenes Castellani & Chalmers, 1919	Alcaligenes		DWC_ARCHIVE	2023-04-07T16:53:05.352Z	2023-04-07T16:52:25.587Z		4.280455440458865E-5										
2440897733																										MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales::Sphaerotilus										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Betaproteobacteria:Burkholderiales::Sphaerotilus						4.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122.0	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Sphaerotilus Kutzing, 1833								Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae		Sphaerotilus	Sphaerotilus						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.379Z										false	false	3220054	3220054	3	111	362	648	5438	3220054				Sphaerotilus Kutzing, 1833	Sphaerotilus		DWC_ARCHIVE	2023-04-07T16:53:05.379Z	2023-04-07T16:52:25.587Z		1.7299541562148602E-4										
2440897728																										MGYA00364110_Bacteria::Proteobacteria:Gammaproteobacteria:Thiotrichales:Thiotrichaceae:Thiothrix										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364110_Bacteria::Proteobacteria:Gammaproteobacteria:Thiotrichales:Thiotrichaceae:Thiothrix						1.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011892	MGYA00364110													23122.0	DNA sequence reads			River sediment sample downstream a Swedish waste water treatment plant. GPS coordinates: N 58* 23. 350 E 13* 52. 900.																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364110#taxonomic.									Thiothrix Winogradsky, 1888								Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae		Thiothrix	Thiothrix						GENUS				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.240Z										false	false	3223015	3223015	3	111	362	1503	5610	3223015				Thiothrix Winogradsky, 1888	Thiothrix		DWC_ARCHIVE	2023-04-07T16:53:05.240Z	2023-04-07T16:52:25.587Z		4.3248853905371505E-5										
2440897727																										MGYA00364109_Bacteria::Chloroflexi										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Chloroflexi						28.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220.0	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Chloroflexi								Bacteria	Chloroflexota						Chloroflexi						PHYLUM				SYNONYM			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:05.205Z										false	false	84	10690675	3	10690675								Chloroflexota	Chloroflexi		DWC_ARCHIVE	2023-04-07T16:53:05.205Z	2023-04-07T16:52:25.587Z		9.922041105598866E-4										
2440897725																										MGYA00364109_Bacteria::Firmicutes:Clostridia:Clostridiales:Christensenellaceae										CC_BY_4_0																											MATERIAL_SAMPLE			"{""instrument model"":""454 GS FLX Titanium"",""last update date"":""2015-06-23""}"	MGYA00364109_Bacteria::Firmicutes:Clostridia:Clostridiales:Christensenellaceae						3.0	DNA sequence reads									PRESENT															https://www.ebi.ac.uk/metagenomics/samples/SRS011891	MGYA00364109													28220.0	DNA sequence reads			River sediment sample 2.2 km upstream an Indian waste water treatment plant. GPS coordinates: N 17* 32. 440 E 78* 15. 707																																																													https://www.ebi.ac.uk/metagenomics/pipelines/4.1		SSU rRNA annotated using the taxonomic reference database described here: https://www.ebi.ac.uk/metagenomics/pipelines/4.1. This occurrence appeared in following analyses: SSU taxonomy from analyses https://www.ebi.ac.uk/metagenomics/analyses/MGYA00364109#taxonomic.									Christensenellaceae								Bacteria	Firmicutes_A	Clostridia	Christensenellales	Christensenellaceae			Christensenellaceae						FAMILY				ACCEPTED			1ed81a8b-4f1a-4037-a347-84f01cae6e01	GB	2023-04-07T16:53:04.985Z										false	false	7825349	7825349	3	11371390	304	10797771	7825349					Christensenellaceae	Christensenellaceae		DWC_ARCHIVE	2023-04-07T16:53:04.985Z	2023-04-07T16:52:25.587Z		1.0630758327427356E-4										
